,numchilds,meaneduc,overcrowding,isprecarious,Target,walltype,wallquality,floortype,floorqual,roofqual,region,dependency,headescolari,sumelectronics
2179,0,15.5,0.8,0,4,6,3,5,3,3,1,0.0,11,6.0
2182,0,7.599999900000001,1.2,0,4,6,3,5,3,3,1,1.5,9,11.0
2186,0,10.5,0.4,0,4,6,3,5,3,3,1,10.0,10,2.0
2187,2,10.8,2.3,0,4,6,3,3,3,3,1,0.4,6,5.0
2196,2,5.6666665,2.5,0,2,4,1,5,3,2,1,1.5,2,1.0
2200,0,15.0,1.0,0,4,6,3,5,3,1,1,0.0,17,5.0
2202,0,23.0,1.0,0,4,6,3,5,3,3,1,2.0,12,3.0
2206,0,16.0,1.0,0,4,6,3,5,3,3,1,0.0,17,8.0
2213,2,18.5,1.3,0,4,6,3,5,3,3,1,1.0,21,5.0
2216,0,8.666667,1.5,0,4,6,3,5,3,3,1,2.0,6,2.0
2217,0,11.0,0.5,0,4,6,3,5,3,3,1,10.0,11,0.0
2218,0,14.5,0.7,0,4,6,3,5,3,2,1,0.0,16,4.0
2220,0,14.0,1.0,0,4,6,3,5,3,3,1,0.0,15,4.0
2223,2,14.5,1.3,0,4,6,3,5,3,3,1,1.0,15,1.0
2229,3,11.0,2.5,0,2,6,2,3,1,1,1,1.5,11,2.0
2232,0,6.0,1.5,0,4,2,3,5,2,3,1,0.5,6,2.0
2235,0,1.5,2.0,0,3,4,1,5,2,1,1,10.0,0,1.0
2237,1,4.25,1.7,0,4,6,3,5,3,3,1,0.6666666666666666,0,3.0
2241,0,15.0,0.5,0,4,6,3,5,3,3,1,0.0,15,1.0
2242,0,6.0,1.0,0,4,4,2,4,3,2,1,0.0,6,2.0
2245,1,15.0,1.7,0,4,6,2,5,2,1,1,0.6666666666666666,6,2.0
2249,0,9.5,1.3,0,4,4,2,4,2,2,1,0.0,9,6.0
2257,0,4.5,2.5,0,4,6,2,5,1,3,1,1.5,3,3.0
2259,0,13.5,1.0,0,4,6,2,3,2,3,1,0.0,9,4.0
2262,1,9.0,1.0,0,3,4,2,3,2,2,1,1.0,9,2.0
2263,0,4.0,1.5,0,1,5,3,3,3,3,1,0.5,0,1.0
2268,0,11.0,1.7,0,2,6,3,5,2,2,1,0.25,10,3.0
2271,0,17.0,2.0,0,4,6,3,5,3,3,1,0.0,14,3.0
2273,0,2.5,1.0,0,2,6,2,5,3,2,1,0.0,3,2.0
2275,2,9.5,1.3,0,3,6,3,5,3,3,1,1.0,6,2.0
2281,0,9.333333,1.0,0,1,6,3,5,2,1,1,0.0,11,2.0
2282,0,14.5,1.0,0,4,6,3,5,3,2,1,0.5,17,7.0
2285,0,14.0,1.0,0,4,6,3,5,2,3,1,0.0,14,3.0
2288,0,6.0,1.0,0,4,6,2,5,3,2,1,0.0,8,4.0
2290,0,7.0,0.7,0,2,6,3,5,3,3,1,1.0,3,1.0
2292,0,8.0,1.0,0,4,3,3,5,3,3,1,10.0,8,0.0
2293,1,13.0,1.5,0,4,6,3,5,3,3,1,0.5,16,9.0
2303,2,9.0,2.5,0,2,4,2,5,1,1,1,1.5,9,5.0
2304,0,9.0,0.5,0,4,6,3,5,3,3,1,0.0,9,1.0
2306,0,14.0,1.0,0,4,6,3,5,3,3,1,1.0,14,2.0
2307,0,14.0,0.5,0,4,6,3,5,3,3,1,0.0,14,2.0
2308,0,16.0,0.6,0,4,6,3,5,3,3,1,10.0,16,3.0
2310,0,17.0,0.2,0,4,6,3,5,3,3,1,0.0,17,2.0
2311,0,12.75,1.3,0,4,6,2,5,3,2,1,0.0,13,5.0
2318,2,11.5,2.0,0,4,6,3,5,3,3,1,1.0,14,6.0
2319,0,14.0,1.0,0,4,6,2,5,2,2,1,1.0,17,3.0
2321,0,21.0,1.0,0,4,6,3,5,3,3,1,0.0,21,2.0
2322,0,6.0,1.5,0,4,6,2,5,3,3,1,2.0,0,3.0
2328,3,21.0,1.8,0,4,6,3,5,3,3,1,1.3333333333333333,11,7.0
2332,0,9.0,0.2,0,2,6,3,5,3,3,1,10.0,9,1.0
2333,0,16.0,1.0,0,4,6,3,5,3,3,1,0.0,16,1.0
2334,0,2.0,0.5,0,4,6,3,5,3,2,1,10.0,2,1.0
2335,0,8.0,1.3,0,4,6,3,5,3,3,1,0.0,6,5.0
2339,0,9.0,1.0,0,2,6,3,5,3,3,1,0.0,9,1.0
2341,0,6.0,3.0,0,4,6,3,3,2,3,1,1.0,6,4.0
2343,1,11.0,3.0,0,4,6,3,3,2,3,1,1.0,10,4.0
2349,2,9.5,2.5,0,3,5,3,5,3,3,1,1.5,11,3.0
2352,0,13.0,0.8,0,4,6,3,5,3,2,1,0.5,9,4.0
2354,0,3.0,1.0,0,3,4,2,4,2,2,1,0.0,3,1.0
2355,0,0.0,2.0,0,4,6,2,5,2,2,1,10.0,0,3.0
2358,1,6.0,3.3,0,2,6,2,5,2,2,1,1.0,6,4.0
2361,0,11.0,1.0,0,4,6,3,5,2,2,1,0.0,11,3.0
2364,1,14.5,1.3,0,4,6,3,5,3,3,1,1.0,12,3.0
2368,1,9.0,1.3,0,4,6,3,5,3,3,1,0.3333333333333333,10,4.0
2372,0,9.333333,1.0,0,4,6,3,5,2,2,1,0.5,6,4.0
2377,2,10.5,1.2,0,4,6,2,5,2,1,1,1.5,13,4.0
2380,1,8.5,2.5,0,4,6,2,3,3,3,1,1.5,11,2.0
2387,3,4.5,1.8,0,4,6,3,5,3,3,1,1.3333333333333333,6,13.0
2390,0,6.0,1.0,0,3,6,2,5,2,2,1,10.0,6,0.0
2394,0,3.5,1.0,0,4,6,2,5,3,3,1,0.5,1,3.0
2395,0,6.0,0.5,0,4,3,1,5,2,2,1,0.0,6,1.0
2398,0,9.0,1.5,0,4,6,3,3,3,3,1,0.5,7,5.0
2400,1,8.25,1.2,0,4,6,3,5,3,3,1,0.6666666666666666,6,7.0
2404,0,0.0,1.0,0,2,6,3,5,3,3,1,10.0,0,0.0
2408,2,6.0,1.7,0,4,6,3,5,3,3,1,0.6666666666666666,6,6.0
2421,1,14.666667000000002,1.8,0,4,6,2,5,3,3,1,1.3333333333333333,16,7.0
2424,0,2.6666667,1.5,0,4,6,2,5,3,2,1,2.0,1,2.0
2425,0,7.0,1.0,0,4,6,2,3,3,1,1,10.0,8,2.0
2430,0,6.666666499999999,2.3,0,4,6,2,5,2,1,1,1.3333333333333333,0,7.0
2434,0,6.0,0.4,0,4,6,2,5,3,3,1,0.0,6,1.0
2435,0,9.0,0.2,0,2,5,3,5,3,2,1,0.0,9,4.0
2438,0,16.333334,0.8,0,4,6,3,5,3,2,1,0.0,15,6.0
2442,1,12.333333,2.0,0,4,6,3,5,3,3,1,1.0,11,2.0
2444,0,10.0,1.4,0,4,6,3,3,3,3,1,0.16666666666666666,6,3.0
2451,1,8.0,1.0,0,2,6,2,5,2,2,1,1.0,8,1.0
2452,0,6.0,0.5,0,4,6,2,5,2,2,1,0.0,6,1.0
2455,0,14.0,0.8,0,4,6,3,5,3,3,1,0.5,17,4.0
2459,3,11.5,1.7,0,4,6,3,5,3,3,1,1.5,9,4.0
2461,0,15.0,1.0,0,4,4,2,5,3,2,1,0.5,16,2.0
2464,0,3.0,1.0,0,4,4,3,3,3,3,1,0.5,1,1.0
2474,7,4.0,4.3,0,1,2,2,3,3,3,1,2.25,0,6.0
2481,0,9.0,1.0,0,4,6,3,5,3,3,1,0.5,6,3.0
2485,0,14.0,1.3,0,4,6,2,5,2,2,1,1.0,11,3.0
2488,1,13.333332999999998,1.3,0,4,6,3,5,2,3,1,0.3333333333333333,14,3.0
2491,0,7.0,0.3,0,3,3,2,5,2,2,1,10.0,7,1.0
2492,0,8.5,0.7,0,4,6,3,5,3,3,1,1.0,6,2.0
2498,3,8.333333,6.0,0,4,3,2,5,2,2,1,1.0,6,2.0
2504,0,9.25,1.7,0,4,6,1,5,1,1,1,0.25,6,2.0
2505,0,4.5,1.0,0,3,6,3,5,3,3,1,1.0,6,2.0
2509,1,7.666666499999999,1.7,0,4,6,3,5,3,3,1,0.6666666666666666,6,4.0
2513,1,13.5,1.5,0,4,6,3,5,3,2,1,0.5,11,4.0
2516,0,4.6666665,1.5,0,2,6,3,5,3,3,1,0.5,8,1.0
2518,0,11.0,0.3,0,2,6,2,5,3,2,1,0.0,11,1.0
2519,0,3.0,0.5,0,4,5,3,3,3,3,1,0.0,3,0.0
2520,0,6.0,1.0,0,4,5,3,5,3,3,1,10.0,6,0.0
2521,0,6.0,1.0,0,4,6,2,5,2,2,1,0.0,6,1.0
2525,1,14.0,1.7,0,4,6,3,5,3,3,1,0.6666666666666666,11,4.0
2529,0,5.0,1.0,0,3,6,3,5,3,3,1,0.5,4,5.0
2530,0,6.0,1.0,0,4,6,3,5,3,3,1,0.5,6,2.0
2533,0,13.0,1.0,0,4,6,3,5,3,3,1,0.0,13,1.0
2536,2,6.0,2.0,0,3,6,3,5,3,3,1,1.0,6,2.0
2538,0,10.5,0.5,0,4,5,3,5,3,3,1,10.0,13,3.0
2544,1,6.3333335,3.0,0,3,5,2,3,2,3,1,0.5,3,1.0
2546,1,21.0,1.7,0,2,6,2,5,2,2,1,0.6666666666666666,17,5.0
2551,0,4.0,1.0,0,4,6,2,5,3,2,1,10.0,2,1.0
2554,0,7.0,1.0,0,4,6,3,5,3,3,1,0.0,6,3.0
2556,0,8.666667,1.0,0,4,6,2,5,3,1,1,0.0,6,3.0
2560,0,9.0,1.3,0,4,6,2,5,2,2,1,0.0,2,5.0
2563,1,6.0,1.5,0,4,6,3,5,3,3,1,0.5,6,2.0
2566,2,11.0,2.5,0,4,6,2,5,3,2,1,1.5,11,3.0
2572,0,9.5,2.0,0,4,3,3,3,3,3,1,1.0,11,4.0
2576,3,6.0,1.7,0,2,5,2,5,2,2,1,4.0,6,2.0
2583,0,6.75,1.3,0,2,6,3,5,3,1,1,1.0,6,3.0
2585,0,10.5,1.0,0,4,3,2,5,3,3,1,1.0,7,1.0
2586,0,15.0,1.0,0,4,5,3,5,3,3,1,0.0,15,1.0
2587,0,9.0,0.5,0,4,6,3,5,3,3,1,0.0,9,1.0
2589,0,10.5,2.0,0,4,3,2,5,3,1,1,0.0,7,4.0
2594,0,8.5,1.0,0,4,3,3,3,3,3,1,0.0,6,3.0
2598,2,6.5,1.3,0,4,6,2,5,3,3,1,1.0,6,2.0
2600,0,8.5,0.7,0,4,6,2,5,3,2,1,0.0,6,3.0
2603,0,10.0,2.0,0,4,6,3,5,3,3,1,0.0,8,2.0
2605,1,8.333333,1.3,0,3,6,3,5,3,3,1,0.3333333333333333,7,4.0
2609,0,9.0,0.7,0,1,6,3,5,2,2,1,0.0,6,1.0
2614,1,4.3333335,5.0,0,3,4,2,4,1,3,1,0.6666666666666666,1,4.0
2615,0,22.0,1.0,0,3,6,3,5,3,2,1,2.0,11,4.0
2619,0,8.333333,1.0,0,3,6,2,3,2,1,1,0.0,6,2.0
2621,0,4.0,0.7,0,4,6,3,5,3,3,1,10.0,4,1.0
2625,2,18.5,2.0,0,4,6,3,5,3,3,1,1.0,21,3.0
2629,2,11.0,1.3,0,4,6,3,5,3,3,1,1.0,11,5.0
2633,1,14.333332999999998,1.3,0,4,6,3,5,3,3,1,0.3333333333333333,14,3.0
2635,0,6.0,3.0,0,4,6,3,5,3,3,1,0.5,6,2.0
2638,2,6.777777700000001,3.7,0,4,6,3,5,3,3,1,0.2222222222222222,4,9.0
2649,0,12.5,1.3,0,4,6,3,5,3,2,1,1.0,12,4.0
2652,2,7.5,2.0,0,2,2,1,1,1,3,1,1.0,6,2.0
2657,0,5.3333335,1.5,0,4,4,2,5,3,2,1,0.5,4,2.0
2663,0,10.5,1.0,0,4,5,2,3,2,2,1,0.0,9,14.0
2665,0,14.5,1.0,0,4,6,3,5,3,3,1,0.0,14,3.0
2668,1,12.0,2.0,0,4,5,2,5,3,3,1,0.3333333333333333,11,3.0
2674,2,7.5,2.0,0,2,6,3,3,2,3,1,1.0,9,2.0
2675,0,6.0,1.0,0,4,6,2,5,3,3,1,10.0,6,1.0
2676,0,10.0,0.3,0,4,6,3,5,3,3,1,0.0,10,4.0
2678,0,5.6666665,1.0,0,2,4,1,4,2,2,1,0.5,0,1.0
2681,0,6.5,0.4,0,4,6,3,5,3,3,1,10.0,7,2.0
2683,0,14.0,0.7,0,4,6,3,5,3,3,1,1.0,12,3.0
2684,0,8.5,1.0,0,4,6,3,5,3,3,1,0.0,6,2.0
2686,0,6.0,0.5,0,4,6,1,3,1,1,1,0.0,6,1.0
2687,0,6.0,0.3,0,3,6,3,5,3,3,1,10.0,6,1.0
2688,2,9.333333,3.0,0,4,4,2,3,2,2,1,1.0,12,4.0
2694,0,6.0,1.0,0,4,6,2,5,2,2,1,10.0,6,2.0
2695,0,4.0,1.0,0,4,6,3,5,3,3,1,1.0,6,3.0
2697,0,10.5,0.7,0,4,6,3,5,3,2,1,0.0,10,3.0
2699,0,11.0,1.0,0,4,6,3,5,3,3,1,0.0,11,1.0
2700,0,12.0,1.3,0,4,5,3,5,3,3,1,0.3333333333333333,11,4.0
2706,0,13.75,1.0,0,4,6,3,5,3,3,1,0.3333333333333333,6,5.0
2708,1,15.0,1.0,0,4,6,3,5,3,3,1,0.5,17,4.0
2713,0,15.0,1.0,0,4,6,3,5,3,3,1,0.0,15,7.0
2715,1,16.0,1.0,0,4,6,3,5,3,3,1,2.0,16,2.0
2719,1,12.75,1.5,0,4,6,3,5,3,3,1,0.5,15,7.0
2724,0,29.0,1.7,0,4,6,3,5,3,3,1,0.6666666666666666,21,7.0
2728,0,8.0,2.0,0,4,6,3,5,3,3,1,0.0,10,4.0
2731,1,11.0,0.7,0,3,6,3,5,3,2,1,1.0,11,2.0
2736,1,25.0,1.7,0,4,6,3,5,3,3,1,1.5,14,3.0
2737,0,4.5,1.0,0,4,6,2,5,2,1,1,10.0,6,2.0
2741,1,6.0,2.0,0,3,5,3,5,3,3,1,0.3333333333333333,6,4.0
2743,0,14.0,1.5,0,4,5,3,5,3,3,1,0.0,15,4.0
2747,2,9.333333,1.7,0,1,6,1,5,2,1,1,1.5,11,3.0
2754,0,7.666666499999999,1.3,0,3,6,3,5,3,2,1,1.0,6,4.0
2755,0,5.0,0.5,0,2,5,3,5,2,1,1,10.0,5,1.0
2758,0,8.666667,1.0,0,4,6,3,5,3,3,1,0.5,2,2.0
2760,0,6.5,1.0,0,4,6,3,3,3,3,1,0.0,2,2.0
2763,2,16.0,1.3,0,4,5,3,5,3,3,1,1.0,15,2.0
2766,0,15.0,1.0,0,4,6,3,5,3,3,1,0.0,15,2.0
2768,0,14.0,1.0,0,3,6,3,5,3,3,1,0.3333333333333333,8,4.0
2771,0,10.0,0.7,0,4,6,3,5,3,3,1,0.0,11,2.0
2774,0,11.0,1.5,0,4,6,3,5,3,3,1,0.5,11,3.0
2776,0,11.0,0.5,0,4,3,1,3,1,1,1,0.0,11,0.0
2778,0,6.0,1.5,0,4,3,2,3,2,3,1,0.5,6,3.0
2780,0,12.666667,1.3,0,3,6,2,5,3,3,1,0.3333333333333333,6,2.0
2784,1,8.5,2.0,0,2,5,2,5,3,1,1,1.0,11,2.0
2790,1,6.0,1.7,1,1,4,1,3,2,2,1,4.0,6,2.0
2795,1,4.0,5.5,1,3,2,1,3,1,1,1,0.3333333333333333,6,5.0
2799,0,6.5,1.3,0,4,4,2,3,2,2,1,1.0,7,4.0
2801,1,10.0,3.0,0,3,5,3,3,2,3,1,0.5,11,2.0
2806,2,9.75,2.0,0,4,5,3,5,3,3,1,0.5,11,6.0
2812,0,6.3333335,1.3,0,4,6,3,5,3,3,1,0.3333333333333333,7,5.0
2817,1,13.0,2.0,0,4,6,2,5,2,2,1,0.3333333333333333,13,5.0
2819,1,11.5,2.0,0,4,6,2,5,3,3,1,0.5,6,8.0
2824,0,11.0,1.0,0,4,5,3,5,3,3,1,1.0,16,2.0
2827,1,8.5,1.5,0,4,5,3,5,3,3,1,0.5,11,3.0
2830,0,4.0,1.0,0,4,4,2,5,2,2,1,2.0,1,1.0
2834,0,10.5,2.5,0,2,5,3,3,2,3,1,0.6666666666666666,6,4.0
2837,0,16.0,0.5,0,4,3,3,5,3,3,1,1.0,17,5.0
2839,0,13.0,1.0,0,2,6,3,5,3,3,1,0.0,13,2.0
2844,2,9.666667,3.0,0,4,5,3,5,3,3,1,0.5,6,4.0
2846,0,14.0,0.5,0,2,6,3,5,3,3,1,0.0,14,1.0
2847,0,8.0,1.0,0,4,4,2,5,3,2,1,10.0,6,1.0
2852,0,9.5,2.0,0,3,6,3,5,3,3,1,1.0,8,4.0
2853,0,2.0,0.7,0,2,6,3,5,3,3,1,10.0,3,0.0
2856,2,10.333333,1.7,0,3,5,3,5,3,3,1,0.6666666666666666,11,2.0
2860,0,9.5,0.5,0,4,6,3,5,3,3,1,10.0,13,1.0
2863,0,15.0,0.4,0,4,6,3,5,3,3,1,10.0,15,3.0
2865,0,10.0,1.3,0,4,6,3,5,3,2,1,0.0,15,4.0
2869,0,15.0,0.5,0,4,6,3,5,3,3,1,0.0,15,2.0
2870,0,3.0,0.3,0,4,5,3,5,3,3,1,10.0,3,0.0
2873,3,8.0,2.0,0,1,5,2,5,1,3,1,3.0,8,3.0
2875,0,16.0,1.3,0,4,5,3,5,3,3,1,0.0,6,4.0
2880,1,5.5,1.5,0,3,6,1,5,3,1,1,0.5,11,2.0
2884,0,11.0,1.5,0,3,6,2,5,3,3,1,0.0,10,3.0
2885,1,11.0,1.7,0,2,6,3,5,1,2,1,0.5,11,4.0
2889,0,3.6666667,1.0,0,2,6,2,5,2,1,1,0.0,3,3.0
2892,0,14.0,1.0,0,3,6,3,5,3,3,1,0.0,17,3.0
2893,3,11.5,1.7,0,4,6,3,5,3,3,1,1.5,12,3.0
2898,0,11.0,0.5,0,3,6,3,5,3,1,1,0.0,11,1.0
2900,2,15.5,1.3,0,4,6,3,5,3,3,1,1.0,14,3.0
2907,1,12.75,1.5,0,4,6,3,5,3,3,1,0.5,11,6.0
2909,0,6.0,0.7,0,4,5,2,5,3,3,1,1.0,6,3.0
2912,0,5.0,1.0,0,2,6,3,5,3,3,1,1.0,5,3.0
2913,0,15.5,1.5,0,2,6,3,5,3,3,1,0.0,4,3.0
2918,0,7.666666499999999,1.0,0,4,6,1,5,1,1,1,0.5,6,3.0
2919,0,9.0,1.0,0,4,6,3,5,3,3,1,0.0,3,2.0
2923,0,14.0,2.0,0,2,4,3,5,3,3,1,1.0,6,4.0
2927,3,9.75,1.8,0,4,6,3,5,3,3,1,1.3333333333333333,6,5.0
2934,1,21.0,1.0,0,1,3,3,5,2,2,1,0.5,11,3.0
2935,0,9.0,0.5,0,3,6,3,5,3,2,1,0.0,9,1.0
2936,0,3.5,0.5,0,4,6,3,5,3,3,1,1.0,4,2.0
2940,1,10.0,0.8,0,3,6,2,3,1,1,1,0.5,11,6.0
2943,0,5.25,2.0,0,2,6,3,5,2,3,1,0.0,6,4.0
2945,1,9.333333,1.7,0,4,6,3,5,3,3,1,0.6666666666666666,11,4.0
2950,0,10.0,1.0,0,4,6,3,5,3,2,1,0.0,6,1.0
2953,0,15.0,0.7,0,4,6,3,5,3,3,1,0.0,15,4.0
2955,0,16.0,0.7,0,4,6,3,5,3,3,1,0.0,18,4.0
2956,0,3.0,0.8,0,4,4,3,5,3,3,1,2.0,5,0.0
2959,0,9.0,0.8,0,4,6,3,5,3,3,1,1.0,3,2.0
2963,0,12.333333,1.3,0,2,6,2,5,3,3,1,0.3333333333333333,16,5.0
2968,0,9.666667,1.5,0,4,6,3,5,3,3,1,0.0,9,5.0
2970,0,3.0,1.0,0,1,4,1,5,2,1,1,0.0,0,2.0
2972,0,8.5,1.0,0,4,6,3,5,3,3,1,0.0,9,1.0
2975,1,8.5,1.5,0,4,6,2,5,2,2,1,0.5,11,3.0
2981,0,10.4,1.2,0,4,6,2,5,3,2,1,0.6666666666666666,4,4.0
2982,0,15.25,1.3,0,4,6,3,5,3,3,1,0.3333333333333333,17,9.0
2987,0,15.5,0.7,0,4,6,2,5,3,2,1,0.0,17,2.0
2988,1,13.5,1.5,0,4,6,3,5,3,3,1,0.5,15,3.0
2991,0,6.5,1.0,0,4,6,3,5,3,3,1,0.5,6,3.0
2995,1,4.5,3.0,0,2,6,2,5,2,2,1,0.5,3,2.0
2999,0,11.666667,1.3,0,4,6,3,5,3,1,1,0.3333333333333333,7,4.0
3001,0,3.5,0.7,0,2,3,2,3,3,2,1,10.0,5,2.0
3003,0,11.0,0.5,0,4,5,3,5,3,3,1,0.0,11,1.0
3009,2,9.0,1.5,0,1,6,3,5,3,3,1,2.0,11,8.0
3010,0,7.5,0.7,0,4,6,3,5,3,3,1,0.0,7,1.0
3012,1,16.0,1.0,0,4,6,3,5,3,3,1,0.5,17,2.0
3017,1,2.5,1.0,0,4,4,1,3,1,3,1,2.0,1,3.0
3019,1,9.0,1.5,0,2,4,2,3,2,2,1,0.5,11,2.0
3021,0,3.0,0.3,0,3,6,3,5,3,2,1,10.0,3,1.0
3022,1,8.333333,1.7,0,4,6,3,5,3,3,1,0.6666666666666666,6,3.0
3027,0,9.5,1.0,0,4,6,2,5,2,2,1,0.0,6,2.0
3032,1,6.0,2.0,0,4,5,2,5,3,3,1,1.0,6,4.0
3033,0,11.5,1.0,0,4,5,3,5,3,3,1,10.0,6,1.0
3035,0,11.0,0.7,0,4,6,3,5,3,3,1,1.0,6,2.0
3038,0,8.5,1.0,0,4,6,3,5,3,3,1,0.0,11,1.0
3039,0,6.0,0.5,0,4,4,3,3,2,2,1,0.0,6,1.0
3043,0,7.75,1.2,0,2,6,3,3,3,3,1,0.25,4,4.0
3045,1,8.0,1.5,0,4,6,3,5,3,3,1,0.5,7,2.0
3050,1,11.0,1.0,0,4,6,3,5,3,3,1,0.5,11,4.0
3053,0,9.666667,2.0,0,4,6,2,5,2,3,1,0.3333333333333333,7,4.0
3056,1,9.666667,2.0,0,4,4,3,5,3,3,1,0.3333333333333333,8,3.0
3060,0,11.333333,1.0,0,4,6,2,5,3,2,1,0.0,6,4.0
3063,1,5.0,1.5,0,4,3,3,5,3,3,1,0.5,10,2.0
3065,0,9.0,0.3,0,4,6,3,5,3,3,1,10.0,9,1.0
3066,0,6.0,1.0,0,2,4,2,5,3,1,1,0.0,6,1.0
3068,1,7.5,1.3,0,2,6,1,5,2,1,1,3.0,8,1.0
3071,0,10.5,0.4,0,4,6,3,5,3,3,1,1.0,6,1.0
3074,0,10.333333,1.0,0,4,6,3,5,3,3,1,0.0,11,2.0
3076,0,9.5,1.0,0,2,6,3,5,3,3,1,1.0,3,2.0
3078,0,6.0,0.5,0,4,6,3,5,2,3,1,0.0,6,1.0
3079,0,2.5,2.0,1,2,1,1,2,1,1,1,1.0,2,1.0
3085,1,6.0,1.7,0,4,3,2,3,2,1,1,1.5,7,2.0
3087,1,14.0,1.5,0,4,6,3,5,3,3,1,0.5,14,4.0
3090,0,4.0,1.8,0,4,3,2,5,3,1,1,0.5,6,6.0
3093,0,5.0,2.0,0,1,6,2,5,3,1,1,0.0,4,2.0
3094,0,8.666667,1.5,0,4,6,3,5,3,2,1,0.0,11,3.0
3099,1,12.5,1.5,0,4,6,3,5,3,3,1,0.5,10,2.0
3101,2,4.3333335,2.5,0,1,6,2,5,2,2,1,0.6666666666666666,4,3.0
3107,1,14.5,1.3,0,4,6,3,5,3,3,1,1.0,15,5.0
3110,1,8.5,1.7,0,3,6,3,5,3,3,1,1.5,6,4.0
3119,3,6.25,2.7,0,2,6,2,5,2,2,1,1.0,7,3.0
3125,0,8.75,1.8,0,4,5,2,5,3,2,1,0.0,8,6.0
3126,2,7.666666499999999,1.7,0,4,6,3,5,3,3,1,0.6666666666666666,6,5.0
3131,1,7.5,1.5,0,3,4,2,5,2,2,1,0.5,6,2.0
3137,0,11.0,1.3,0,4,6,3,5,3,3,1,1.0,11,4.0
3138,0,5.5,0.7,0,4,6,3,5,3,3,1,10.0,0,3.0
3141,0,7.666666499999999,1.7,0,4,6,3,5,3,3,1,0.6666666666666666,6,6.0
3147,0,12.0,1.3,0,4,6,3,5,3,3,1,0.0,6,5.0
3150,0,19.0,1.0,0,4,6,3,5,3,1,1,0.0,8,2.0
3151,0,12.333333,1.3,0,4,6,2,5,3,2,1,3.0,7,2.0
3155,0,9.0,1.2,0,4,6,3,5,3,3,1,0.25,6,5.0
3162,0,5.0,1.0,0,3,6,3,5,3,2,1,0.5,2,2.0
3163,0,10.0,1.0,0,2,3,2,5,3,1,1,0.0,9,2.0
3167,0,14.0,1.3,0,4,6,3,5,3,3,1,0.0,14,7.0
3169,3,14.5,1.7,0,4,6,3,5,3,3,1,1.5,14,5.0
3177,0,9.0,1.3,0,4,6,3,5,3,3,1,0.0,6,3.0
3178,0,8.5,1.0,0,4,6,3,5,3,3,1,0.0,6,1.0
3180,0,5.0,1.0,0,2,6,3,5,3,3,1,1.5,7,5.0
3185,0,6.0,1.0,0,2,5,3,4,3,3,1,1.0,6,2.0
3188,2,16.0,2.5,0,4,6,3,4,3,3,1,1.5,16,3.0
3193,1,16.5,1.3,0,4,6,3,5,3,3,1,1.0,16,2.0
3196,0,12.0,1.0,0,4,6,2,5,2,2,1,0.0,10,3.0
3200,0,9.333333,1.0,0,4,6,3,5,3,3,1,0.0,15,3.0
3201,0,9.0,0.3,0,4,3,3,3,2,1,1,0.0,9,1.0
3203,0,9.333333,1.0,0,4,6,3,5,3,2,1,0.0,7,3.0
3205,0,2.5,0.5,0,2,4,3,3,3,3,1,1.0,2,2.0
3207,1,10.5,2.0,0,3,6,3,5,3,3,1,1.0,8,5.0
3215,4,6.0,2.0,0,2,6,3,5,3,3,1,2.0,6,2.0
3225,5,9.333333,4.3,0,2,3,1,3,1,1,1,1.25,7,4.0
3228,2,6.5,4.3,0,3,3,1,3,1,1,1,1.0,7,4.0
3231,3,7.0,2.5,0,3,4,3,3,3,3,1,1.5,8,3.0
3236,0,6.25,1.0,0,3,5,3,5,3,3,1,0.3333333333333333,3,3.0
3240,1,5.5,1.5,0,4,6,2,5,3,3,1,0.5,5,3.0
3246,2,12.5,1.5,0,4,6,3,3,2,2,1,0.5,15,5.0
3250,0,8.666667,1.0,0,2,6,3,5,3,3,1,1.0,9,3.0
3253,0,10.0,1.7,0,4,6,3,5,3,3,1,0.0,6,4.0
3254,0,7.0,0.5,0,4,6,2,3,2,3,1,0.0,7,1.0
3256,2,7.0,2.0,0,4,6,3,3,3,3,1,1.0,8,7.0
3260,0,7.5,1.0,0,4,6,3,5,3,3,1,0.5,7,3.0
3266,1,4.5999999,1.4,0,2,5,3,3,3,3,1,0.75,5,5.0
3269,0,12.666667,1.3,0,4,6,2,5,3,3,1,0.0,6,4.0
3273,0,14.0,1.0,0,4,6,3,5,3,3,1,2.0,9,1.0
3278,0,15.0,1.3,0,4,6,3,5,2,3,1,0.3333333333333333,12,4.0
3280,0,11.0,1.0,0,4,6,3,5,3,3,1,0.0,6,4.0
3282,0,8.5,1.0,0,2,6,3,5,3,3,1,1.0,11,2.0
3284,2,16.0,2.3,0,2,5,3,5,3,3,1,1.0,6,6.0
3291,1,10.5,1.2,0,4,6,3,5,3,3,1,0.25,9,3.0
3293,0,7.0,1.0,0,2,6,2,5,2,3,1,0.5,4,1.0
3297,0,12.5,0.7,0,4,6,3,5,3,2,1,0.0,9,3.0
3299,0,10.666667,1.5,0,4,6,3,5,3,3,1,2.0,15,1.0
3301,0,15.0,1.0,0,4,6,1,5,3,3,1,0.0,15,1.0
3302,0,12.5,0.5,0,4,6,3,4,3,3,1,0.0,11,3.0
3308,5,7.5,2.3,0,2,6,3,5,3,3,1,2.5,9,2.0
3312,1,14.0,1.0,0,4,6,3,5,3,3,1,0.5,15,4.0
3314,0,16.5,1.0,0,4,6,3,5,3,3,1,0.0,11,3.0
